incident_number,season,alarm_type,repeat_count,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
102273-03062013,Winter,6100,2,office,Work_days,0,4,0,100
102451-04062013,Winter,1200,1,public_facility,Work_days,0,1,0,100
102762-04062013,Winter,1200,2,public_facility,Work_days,0,1,0,100
103029-05062013,Winter,6110,0,house,Work_days,0,5,0,100
103460-06062013,Winter,6200,1,hospital,Work_days,0,4,0,100
103553-06062013,Winter,6200,2,hospital,Work_days,0,2,0,100
104010-07062013,Winter,1170,0,others,Work_days,0,2,0,100
104914-08062013,Winter,1100,0,rest_home,Week_ends,0,4,0,100
105301-09062013,Winter,6200,0,hospital,Week_ends,0,8,0,100
107115-12062013,Winter,7110,1,public_facility,Work_days,0,3,0,100
107254-13062013,Winter,1120,0,office,Work_days,0,6,0,100
107282-13062013,Winter,6900,4,hospital,Work_days,0,5,0,100
107784-14062013,Winter,1100,1,rest_home,Work_days,0,1,0,100
108129-14062013,Winter,1100,2,apartment,Work_days,0,3,0,100
108205-15062013,Winter,1100,3,apartment,Week_ends,0,2,0,100
108226-15062013,Winter,1100,4,apartment,Week_ends,0,3,0,100
108790-16062013,Winter,6290,0,school,Week_ends,0,3,0,100
108877-16062013,Winter,6290,1,school,Week_ends,0,1,0,100
108903-16062013,Winter,6200,2,others,Week_ends,0,1,0,100
109878-18062013,Winter,1900,0,apartment,Work_days,0,2,0,100
109962-18062013,Winter,6200,2,hotel,Work_days,0,1,0,100
110364-19062013,Winter,6200,3,hotel,Work_days,0,1,0,100
111336-21062013,Winter,6990,0,restaurant,Work_days,0,16,0,100
111340-21062013,Winter,6990,1,restaurant,Work_days,0,3,0,100
111352-21062013,Winter,6100,2,apartment,Work_days,0,8,0,100
111672-21062013,Winter,6990,3,industry_facility,Work_days,0,1,0,100
111699-21062013,Winter,1100,3,apartment,Work_days,0,1,0,100
111802-22062013,Winter,1100,5,apartment,Week_ends,0,2,0,100
112446-23062013,Winter,6100,2,hospital,Week_ends,0,4,0,100
112742-23062013,Winter,1100,0,tansport,Week_ends,0,8,0,100
112824-23062013,Winter,1100,1,hotel,Week_ends,0,3,0,100
112845-23062013,Winter,6990,2,public_facility,Week_ends,0,5,0,100
112924-23062013,Winter,7110,1,public_facility,Week_ends,0,1,0,100
112956-24062013,Winter,6900,2,hotel,Work_days,0,6,0,100
112978-24062013,Winter,6900,3,hotel,Work_days,0,3,0,100
113001-24062013,Winter,6900,4,others,Work_days,0,4,0,100
113008-24062013,Winter,6990,5,office,Work_days,0,1,0,100
113202-24062013,Winter,6900,1,tansport,Work_days,0,17,0,100
113203-24062013,Winter,1100,1,tansport,Work_days,0,1,0,100
113383-24062013,Winter,6900,2,tansport,Work_days,0,4,0,100
113435-24062013,Winter,6100,1,tansport,Work_days,0,7,0,100
113564-25062013,Winter,6100,1,restaurant,Work_days,0,2,0,100
113791-25062013,Winter,6110,1,hospital,Work_days,0,3,0,100
113849-25062013,Winter,6210,0,office,Work_days,0,2,0,100
114006-25062013,Winter,6110,4,school,Work_days,0,2,0,100
114037-25062013,Winter,6110,5,school,Work_days,0,1,0,100
114251-26062013,Winter,6900,1,house,Work_days,0,11,0,100
115124-27062013,Winter,6900,3,tansport,Work_days,0,1,0,100
116015-29062013,Winter,0,0,apartment,Week_ends,0,3,0,100
116053-29062013,Winter,0,0,school,Week_ends,0,1,0,100
116149-29062013,Winter,1100,3,school,Week_ends,0,1,0,100
116200-30062013,Winter,1100,4,school,Week_ends,0,1,0,100
116275-30062013,Winter,6900,1,house,Week_ends,0,1,0,100
116329-30062013,Winter,6100,2,public_facility,Week_ends,0,3,0,100
117201-02072013,Winter,1200,0,others,Work_days,0,2,0,100
118101-03072013,Winter,6990,7,others,Work_days,0,4,0,100
118369-04072013,Winter,6990,8,others,Work_days,0,2,0,100
118473-04072013,Winter,6990,9,others,Work_days,0,1,0,100
120009-07072013,Winter,1120,0,hospital,Week_ends,0,2,0,100
121537-09072013,Winter,6900,3,school,Work_days,0,6,0,100
121869-10072013,Winter,8990,0,others,Work_days,0,1,0,100
123496-13072013,Winter,6200,2,apartment,Week_ends,0,2,0,100
124894-15072013,Winter,6990,3,office,Work_days,0,1,0,100
125112-16072013,Winter,6990,4,office,Work_days,0,1,0,100
126420-18072013,Winter,6110,3,others,Work_days,0,2,0,100
127118-20072013,Winter,1900,0,others,Week_ends,0,5,0,100
127516-21072013,Winter,6900,3,rest_home,Week_ends,0,1,0,100
127770-21072013,Winter,6900,3,school,Week_ends,0,1,0,100
128512-23072013,Winter,6200,1,house,Work_days,0,5,0,100
128555-23072013,Winter,6900,2,house,Work_days,0,1,0,100
129227-24072013,Winter,6200,1,office,Work_days,0,2,0,100
129496-24072013,Winter,6200,2,office,Work_days,0,1,0,100
130237-26072013,Winter,1120,0,industry_facility,Work_days,0,3,0,100
130820-27072013,Winter,1100,0,industry_facility,Week_ends,0,4,0,100
131231-27072013,Winter,1100,1,office,Week_ends,0,3,0,100
132959-30072013,Winter,6900,2,industry_facility,Work_days,0,2,0,100
134713-03082013,Winter,1100,1,rest_home,Week_ends,0,2,0,100
134743-03082013,Winter,1120,0,others,Week_ends,0,7,0,100
138761-10082013,Winter,1200,0,others,Week_ends,0,1,0,100
141953-14082013,Winter,6990,1,tansport,Work_days,0,3,0,100
142661-15082013,Winter,6990,2,tansport,Work_days,0,1,0,100
143708-17082013,Winter,6990,4,hospital,Week_ends,0,1,0,100
143832-17082013,Winter,1100,1,shopping_mall,Week_ends,0,2,0,100
144984-19082013,Winter,6990,2,house,Work_days,0,2,0,100
145397-19082013,Winter,1100,2,school,Work_days,0,2,0,100
147571-23082013,Winter,6990,4,hospital,Work_days,0,1,0,100
147889-23082013,Winter,6990,5,hospital,Work_days,0,1,0,100
148733-24082013,Winter,6990,2,house,Week_ends,0,2,0,100
152318-29082013,Winter,6110,1,shopping_mall,Work_days,0,3,0,100
152761-30082013,Winter,6110,2,shopping_mall,Work_days,0,1,0,100
155150-01092013,Spring,1100,1,tansport,Week_ends,0,2,0,100
155179-01092013,Spring,6100,3,hospital,Week_ends,0,2,0,100
157709-05092013,Spring,6200,1,hospital,Work_days,0,11,0,100
158707-07092013,Spring,1100,1,restaurant,Week_ends,0,1,0,100
159924-08092013,Spring,6900,3,apartment,Week_ends,0,1,0,100
162869-11092013,Spring,6210,0,office,Work_days,0,4,0,100
163603-12092013,Spring,1120,0,apartment,Work_days,0,3,0,100
165023-13092013,Spring,1120,0,office,Work_days,0,5,0,100
167175-17092013,Spring,6200,1,hotel,Work_days,0,9,0,100
167749-18092013,Spring,6900,2,restaurant,Work_days,0,1,0,100
168354-19092013,Spring,6990,1,tansport,Work_days,0,4,0,100
168634-20092013,Spring,6990,2,school,Work_days,0,2,0,100
168692-20092013,Spring,6990,2,tansport,Work_days,0,1,0,100
169021-20092013,Spring,1100,0,restaurant,Work_days,0,6,0,100
169201-20092013,Spring,6100,3,public_facility,Work_days,0,2,0,100
169845-21092013,Spring,6900,1,restaurant,Week_ends,0,2,0,100
171327-23092013,Spring,0,0,office,Work_days,0,4,0,100
171621-24092013,Spring,6200,2,apartment,Work_days,0,1,0,100
172341-25092013,Spring,6200,3,apartment,Work_days,0,1,0,100
172375-25092013,Spring,0,0,hospital,Work_days,0,5,0,100
172401-25092013,Spring,6200,4,apartment,Work_days,0,1,0,100
174879-27092013,Spring,1200,0,shopping_mall,Work_days,0,1,0,100
175022-27092013,Spring,6200,1,public_facility,Work_days,0,2,0,100
177452-29092013,Spring,6900,1,tansport,Week_ends,0,6,0,100
177485-29092013,Spring,6900,2,tansport,Week_ends,0,1,0,100
179947-02102013,Spring,1100,3,office,Work_days,0,2,0,100
180067-02102013,Spring,1100,4,office,Work_days,0,1,0,100
180722-03102013,Spring,6100,2,school,Work_days,0,5,0,100
181039-03102013,Spring,6110,1,hotel,Work_days,0,3,0,100
182228-05102013,Spring,6200,0,restaurant,Week_ends,0,1,0,100
182916-06102013,Spring,6990,3,hotel,Week_ends,0,1,0,100
183206-06102013,Spring,1100,1,school,Week_ends,0,5,0,100
188202-12102013,Spring,1100,1,apartment,Week_ends,0,3,0,100
188435-12102013,Spring,6110,0,hospital,Week_ends,0,6,0,100
188660-12102013,Spring,1100,1,public_facility,Week_ends,0,3,0,100
188837-12102013,Spring,1100,2,public_facility,Week_ends,0,1,0,100
189192-13102013,Spring,6990,3,shopping_mall,Week_ends,0,1,0,100
189632-13102013,Spring,6990,3,hospital,Week_ends,0,2,0,100
191734-15102013,Spring,1120,1,hospital,Work_days,0,1,0,100
191902-15102013,Spring,1120,0,shopping_mall,Work_days,0,1,0,100
197928-19102013,Spring,1120,0,industry_facility,Week_ends,0,1,0,100
199063-20102013,Spring,6200,2,public_facility,Week_ends,0,1,0,100
199243-20102013,Spring,6200,1,rest_home,Week_ends,0,1,0,100
199300-20102013,Spring,6200,2,rest_home,Week_ends,0,1,0,100
200090-21102013,Spring,1200,0,others,Work_days,0,2,0,100
202740-23102013,Spring,6990,5,hospital,Work_days,0,1,0,100
203013-23102013,Spring,6990,6,hospital,Work_days,0,1,0,100
203398-24102013,Spring,6990,7,hospital,Work_days,0,1,0,100
207373-28102013,Spring,6200,1,industry_facility,Work_days,0,1,0,100
208469-29102013,Spring,6200,2,industry_facility,Work_days,0,1,0,100
209011-30102013,Spring,1100,3,public_facility,Work_days,0,1,0,100
209013-30102013,Spring,1100,4,public_facility,Work_days,0,1,0,100
209014-30102013,Spring,1100,5,public_facility,Work_days,0,1,0,100
209016-30102013,Spring,1100,6,public_facility,Work_days,0,1,0,100
209018-30102013,Spring,1100,7,public_facility,Work_days,0,1,0,100
209019-30102013,Spring,1100,8,public_facility,Work_days,0,1,0,100
209020-30102013,Spring,1100,9,public_facility,Work_days,0,1,0,100
209021-30102013,Spring,1100,10,public_facility,Work_days,0,1,0,100
209022-30102013,Spring,1100,11,public_facility,Work_days,0,1,0,100
209023-30102013,Spring,1100,12,public_facility,Work_days,0,1,0,100
209024-30102013,Spring,1100,13,public_facility,Work_days,0,1,0,100
209025-30102013,Spring,1100,14,public_facility,Work_days,0,1,0,100
209026-30102013,Spring,1100,15,public_facility,Work_days,0,1,0,100
209027-30102013,Spring,1100,16,public_facility,Work_days,0,1,0,100
209028-30102013,Spring,1100,17,public_facility,Work_days,0,1,0,100
209029-30102013,Spring,1100,18,public_facility,Work_days,0,1,0,100
209030-30102013,Spring,1100,19,public_facility,Work_days,0,1,0,100
209031-30102013,Spring,1100,20,public_facility,Work_days,0,1,0,100
209032-30102013,Spring,1100,21,public_facility,Work_days,0,1,0,100
209033-30102013,Spring,1100,22,public_facility,Work_days,0,1,0,100
209034-30102013,Spring,1100,23,public_facility,Work_days,0,1,0,100
209035-30102013,Spring,1100,24,public_facility,Work_days,0,1,0,100
209036-30102013,Spring,1100,25,public_facility,Work_days,0,1,0,100
209037-30102013,Spring,1100,26,public_facility,Work_days,0,1,0,100
209038-30102013,Spring,1100,27,public_facility,Work_days,0,1,0,100
209039-30102013,Spring,1100,28,public_facility,Work_days,0,1,0,100
209040-30102013,Spring,1100,29,public_facility,Work_days,0,1,0,100
209041-30102013,Spring,1100,30,public_facility,Work_days,0,1,0,100
209042-30102013,Spring,1100,31,public_facility,Work_days,0,1,0,100
209043-30102013,Spring,1100,32,public_facility,Work_days,0,1,0,100
209044-30102013,Spring,1100,33,public_facility,Work_days,0,1,0,100
209045-30102013,Spring,1100,34,public_facility,Work_days,0,1,0,100
209046-30102013,Spring,1100,35,public_facility,Work_days,0,1,0,100
209047-30102013,Spring,1100,36,public_facility,Work_days,0,1,0,100
209048-30102013,Spring,1100,37,public_facility,Work_days,0,1,0,100
209049-30102013,Spring,1100,38,public_facility,Work_days,0,1,0,100
209050-30102013,Spring,1100,39,public_facility,Work_days,0,1,0,100
209051-30102013,Spring,1100,40,public_facility,Work_days,0,1,0,100
209052-30102013,Spring,1100,41,public_facility,Work_days,0,1,0,100
209053-30102013,Spring,1100,42,public_facility,Work_days,0,1,0,100
209054-30102013,Spring,1100,43,public_facility,Work_days,0,1,0,100
209064-30102013,Spring,1100,44,public_facility,Work_days,0,1,0,100
209067-30102013,Spring,1100,45,public_facility,Work_days,0,1,0,100
209562-31102013,Spring,1900,2,others,Work_days,0,1,0,100
209563-31102013,Spring,1900,3,others,Work_days,0,1,0,100
209564-31102013,Spring,1900,4,others,Work_days,0,1,0,100
209565-31102013,Spring,1900,5,others,Work_days,0,1,0,100
209566-31102013,Spring,1900,6,others,Work_days,0,1,0,100
209567-31102013,Spring,1900,7,others,Work_days,0,1,0,100
209568-31102013,Spring,1900,8,others,Work_days,0,1,0,100
209569-31102013,Spring,1900,9,others,Work_days,0,1,0,100
209570-31102013,Spring,1900,10,others,Work_days,0,1,0,100
209606-31102013,Spring,6900,5,others,Work_days,0,3,0,100
209608-31102013,Spring,6900,6,others,Work_days,0,3,0,100
209611-31102013,Spring,6900,7,others,Work_days,0,1,0,100
209615-31102013,Spring,6900,8,others,Work_days,0,1,0,100
210911-02112013,Spring,6100,1,industry_facility,Week_ends,0,2,0,100
210965-02112013,Spring,6120,1,others,Week_ends,0,1,0,100
211148-02112013,Spring,6100,2,hotel,Week_ends,0,2,0,100
211291-02112013,Spring,1100,2,apartment,Week_ends,0,1,0,100
211330-02112013,Spring,1100,3,apartment,Week_ends,0,1,0,100
211909-03112013,Spring,6990,5,others,Week_ends,0,1,0,100
211949-03112013,Spring,6900,2,rest_home,Week_ends,0,1,0,100
212178-03112013,Spring,6990,6,others,Week_ends,0,1,0,100
216255-07112013,Spring,6100,2,office,Work_days,0,2,0,100
217065-08112013,Spring,6100,3,office,Work_days,0,1,0,100
217620-09112013,Spring,6990,2,school,Week_ends,0,1,0,100
217716-09112013,Spring,6110,1,public_facility,Week_ends,0,4,0,100
219235-10112013,Spring,6110,1,hotel,Week_ends,0,2,0,100
219361-10112013,Spring,1100,0,house,Week_ends,0,2,0,100
220396-12112013,Spring,1120,0,public_facility,Work_days,0,1,0,100
220951-13112013,Spring,6900,2,industry_facility,Work_days,0,2,0,100
220961-13112013,Spring,6900,3,industry_facility,Work_days,0,1,0,100
222853-16112013,Spring,6200,1,office,Week_ends,0,2,0,100
224753-19112013,Spring,7110,1,public_facility,Work_days,0,1,0,100
225020-20112013,Spring,6990,3,hotel,Work_days,0,2,0,100
226749-22112013,Spring,1100,1,rest_home,Work_days,0,2,0,100
226972-23112013,Spring,6900,3,office,Week_ends,0,2,0,100
227307-23112013,Spring,6900,4,office,Week_ends,0,2,0,100
227416-24112013,Spring,0,0,apartment,Week_ends,0,1,0,100
229367-28112013,Spring,1100,2,school,Work_days,0,2,0,100
231040-30112013,Spring,6900,2,industry_facility,Week_ends,0,1,0,100
231150-01122013,Summer,6990,2,industry_facility,Week_ends,0,1,0,100
231794-02122013,Summer,6990,3,public_facility,Work_days,0,2,0,100
232402-03122013,Summer,1120,1,others,Work_days,0,1,0,100
232699-03122013,Summer,1100,2,tansport,Work_days,0,3,0,100
232710-03122013,Summer,6110,2,rest_home,Work_days,0,1,0,100
234686-06122013,Summer,1200,0,hotel,Work_days,0,1,0,100
234780-06122013,Summer,1200,1,hotel,Work_days,0,1,0,100
235343-07122013,Summer,1200,2,hotel,Week_ends,0,1,0,100
235854-08122013,Summer,1200,3,hotel,Week_ends,0,1,0,100
236069-08122013,Summer,1200,4,hotel,Week_ends,0,1,0,100
236189-09122013,Summer,6100,3,hotel,Work_days,0,1,0,100
236726-09122013,Summer,1200,5,hotel,Work_days,0,1,0,100
236786-09122013,Summer,1200,6,hotel,Work_days,0,1,0,100
237483-10122013,Summer,6990,4,apartment,Work_days,0,2,0,100
237520-10122013,Summer,6990,5,apartment,Work_days,0,1,0,100
237821-11122013,Summer,6990,6,apartment,Work_days,0,1,0,100
237822-11122013,Summer,6990,7,apartment,Work_days,0,1,0,100
237823-11122013,Summer,6990,8,apartment,Work_days,0,1,0,100
239473-14122013,Summer,6100,2,rest_home,Week_ends,0,3,0,100
239493-14122013,Summer,1900,1,others,Week_ends,0,2,0,100
240563-15122013,Summer,6110,0,rest_home,Week_ends,0,4,0,100
241556-17122013,Summer,6120,0,office,Work_days,0,1,0,100
242054-18122013,Summer,6990,2,industry_facility,Work_days,0,4,0,100
242332-18122013,Summer,6110,1,industry_facility,Work_days,0,5,0,100
242942-19122013,Summer,6990,5,shopping_mall,Work_days,0,1,0,100
243911-20122013,Summer,6200,2,apartment,Work_days,0,1,0,100
244869-21122013,Summer,6200,1,rest_home,Week_ends,0,4,0,100
247187-25122013,Summer,6990,4,others,Work_days,0,5,0,100
249281-28122013,Summer,1900,0,shopping_mall,Week_ends,0,1,0,100
002302-04012014,Summer,6990,1,house,Week_ends,0,5,0,100
006453-10012014,Summer,1100,2,office,Work_days,0,2,0,100
007277-12012014,Summer,0,0,school,Week_ends,0,1,0,100
007596-12012014,Summer,6100,3,rest_home,Week_ends,0,2,0,100
007685-12012014,Summer,6110,1,rest_home,Week_ends,0,1,0,100
008699-14012014,Summer,6110,2,industry_facility,Work_days,0,3,0,100
009261-15012014,Summer,6110,3,industry_facility,Work_days,0,2,0,100
009812-16012014,Summer,6100,4,apartment,Work_days,0,1,0,100
009964-16012014,Summer,6210,0,office,Work_days,0,2,0,100
011295-17012014,Summer,6900,2,industry_facility,Work_days,0,4,0,100
011746-18012014,Summer,0,0,office,Week_ends,0,1,0,100
017082-26012014,Summer,1100,2,public_facility,Week_ends,0,1,0,100
017528-26012014,Summer,6200,2,others,Week_ends,0,1,0,100
020757-31012014,Summer,6990,2,tansport,Work_days,0,3,0,100
021641-01022014,Summer,0,0,others,Week_ends,0,1,0,100
022421-02022014,Summer,6200,2,apartment,Week_ends,0,1,0,100
022764-03022014,Summer,0,0,hotel,Work_days,0,2,0,100
025120-06022014,Summer,0,0,industry_facility,Work_days,0,1,0,100
026045-08022014,Summer,6990,1,tansport,Week_ends,0,3,0,100
026371-08022014,Summer,1120,0,office,Week_ends,0,1,0,100
027704-10022014,Summer,6990,1,tansport,Work_days,0,4,0,100
028073-10022014,Summer,7110,0,others,Work_days,0,3,0,100
031006-15022014,Summer,7110,0,others,Week_ends,0,1,0,100
031535-15022014,Summer,0,0,shopping_mall,Week_ends,0,1,0,100
031781-16022014,Summer,6110,1,hospital,Week_ends,0,2,0,100
031822-16022014,Summer,6100,2,hotel,Week_ends,0,1,0,100
031851-16022014,Summer,6120,0,others,Week_ends,0,2,0,100
032285-16022014,Summer,6110,0,house,Week_ends,0,1,0,100
032314-16022014,Summer,6900,2,office,Week_ends,0,1,0,100
032701-17022014,Summer,7110,1,public_facility,Work_days,0,2,0,100
034641-20022014,Summer,6900,9,others,Work_days,0,1,0,100
035151-21022014,Summer,6900,10,others,Work_days,0,1,0,100
035310-22022014,Summer,1100,2,hospital,Week_ends,0,1,0,100
036305-24022014,Summer,1120,1,office,Work_days,0,1,0,100
036693-24022014,Summer,1120,1,apartment,Work_days,0,1,0,100
037114-25022014,Summer,2270,0,others,Work_days,0,1,0,100
037864-27022014,Summer,0,0,public_facility,Work_days,0,1,0,100
038323-27022014,Summer,7110,1,others,Work_days,0,1,0,100
038631-28022014,Summer,6200,2,others,Work_days,0,1,0,100
038821-28022014,Summer,6200,3,others,Work_days,0,1,0,100
039602-02032014,Autumn,6200,1,school,Week_ends,0,7,0,100
039937-02032014,Autumn,1100,2,shopping_mall,Week_ends,0,2,0,100
040676-04032014,Autumn,6990,5,others,Work_days,0,1,0,100
040684-04032014,Autumn,6110,0,shopping_mall,Work_days,0,11,0,100
040727-04032014,Autumn,6990,6,others,Work_days,0,1,0,100
040814-04032014,Autumn,6110,1,shopping_mall,Work_days,0,1,0,100
041331-05032014,Autumn,6900,4,school,Work_days,0,2,0,100
041600-05032014,Autumn,6900,5,others,Work_days,0,4,0,100
041695-06032014,Autumn,6900,6,others,Work_days,0,1,0,100
041803-06032014,Autumn,0,0,school,Work_days,0,1,0,100
043266-08032014,Autumn,1100,0,hospital,Week_ends,0,3,0,100
043487-09032014,Autumn,1120,0,apartment,Week_ends,0,1,0,100
043670-09032014,Autumn,1100,1,hospital,Week_ends,0,1,0,100
045242-12032014,Autumn,6990,3,tansport,Work_days,0,1,0,100
045647-13032014,Autumn,6200,2,apartment,Work_days,0,2,0,100
046168-14032014,Autumn,6100,3,rest_home,Work_days,0,3,0,100
046229-14032014,Autumn,6100,4,rest_home,Work_days,0,1,0,100
047706-16032014,Autumn,0,0,apartment,Week_ends,0,2,0,100
048676-17032014,Autumn,0,0,rest_home,Work_days,0,2,0,100
049093-18032014,Autumn,6120,0,others,Work_days,0,2,0,100
051281-22032014,Autumn,6110,2,office,Week_ends,0,2,0,100
052476-24032014,Autumn,6100,1,house,Work_days,0,5,0,100
053013-25032014,Autumn,1900,0,public_facility,Work_days,0,2,0,100
053661-26032014,Autumn,6990,3,house,Work_days,0,1,0,100
053817-26032014,Autumn,6900,2,rest_home,Work_days,0,12,0,100
053850-26032014,Autumn,6100,3,hotel,Work_days,0,1,0,100
053866-26032014,Autumn,6900,3,rest_home,Work_days,0,2,0,100
054532-28032014,Autumn,6990,3,public_facility,Work_days,0,2,0,100
054816-28032014,Autumn,6990,2,rest_home,Work_days,0,6,0,100
055698-30032014,Autumn,1100,1,apartment,Week_ends,0,2,0,100
056109-30032014,Autumn,6120,0,industry_facility,Week_ends,0,3,0,100
057040-01042014,Autumn,1100,0,restaurant,Work_days,0,3,0,100
058200-03042014,Autumn,6900,3,hospital,Work_days,0,2,0,100
059197-05042014,Autumn,6900,3,hospital,Week_ends,0,2,0,100
059234-05042014,Autumn,1900,0,apartment,Week_ends,0,2,0,100
060698-08042014,Autumn,6990,5,hospital,Work_days,0,1,0,100
062324-12042014,Autumn,6200,1,industry_facility,Week_ends,0,1,0,100
062374-12042014,Autumn,1100,1,office,Week_ends,0,1,0,100
062375-12042014,Autumn,1110,0,others,Week_ends,0,1,0,100
062557-12042014,Autumn,1100,2,office,Week_ends,0,2,0,100
062782-12042014,Autumn,6110,2,others,Week_ends,0,2,0,100
064479-16042014,Autumn,6100,3,public_facility,Work_days,0,2,0,100
064669-16042014,Autumn,6100,4,public_facility,Work_days,0,1,0,100
065773-18042014,Autumn,1100,1,office,Work_days,0,2,0,100
066263-19042014,Autumn,6100,2,office,Week_ends,0,2,0,100
066982-20042014,Autumn,6900,4,apartment,Week_ends,0,2,0,100
067061-21042014,Autumn,6200,2,others,Work_days,0,4,0,100
067569-22042014,Autumn,6200,3,others,Work_days,0,2,0,100
067583-22042014,Autumn,6200,4,others,Work_days,0,2,0,100
068080-23042014,Autumn,6200,5,others,Work_days,0,2,0,100
068559-23042014,Autumn,1900,1,apartment,Work_days,0,1,0,100
068825-24042014,Autumn,6900,3,tansport,Work_days,0,1,0,100
071650-29042014,Autumn,0,0,shopping_mall,Work_days,0,1,0,100
072319-01052014,Autumn,6900,2,shopping_mall,Work_days,0,4,0,100
072890-02052014,Autumn,1100,1,public_facility,Work_days,0,1,0,100
073875-04052014,Autumn,1120,1,others,Week_ends,0,1,0,100
073908-04052014,Autumn,1100,3,shopping_mall,Week_ends,0,1,0,100
073910-04052014,Autumn,6900,5,apartment,Week_ends,0,1,0,100
074018-04052014,Autumn,6900,6,apartment,Week_ends,0,1,0,100
074339-05052014,Autumn,1100,4,shopping_mall,Work_days,0,1,0,100
074369-05052014,Autumn,1100,5,shopping_mall,Work_days,0,1,0,100
074415-05052014,Autumn,6900,3,public_facility,Work_days,0,2,0,100
074475-05052014,Autumn,6200,2,rest_home,Work_days,0,1,0,100
074689-05052014,Autumn,1100,6,shopping_mall,Work_days,0,1,0,100
074858-05052014,Autumn,6900,4,public_facility,Work_days,0,2,0,100
074953-06052014,Autumn,6200,3,rest_home,Work_days,0,1,0,100
074962-06052014,Autumn,1100,7,shopping_mall,Work_days,0,1,0,100
074972-06052014,Autumn,6900,5,public_facility,Work_days,0,2,0,100
074995-06052014,Autumn,6900,6,public_facility,Work_days,0,1,0,100
075007-06052014,Autumn,6900,7,public_facility,Work_days,0,1,0,100
075421-06052014,Autumn,1100,8,shopping_mall,Work_days,0,1,0,100
075447-07052014,Autumn,1100,9,shopping_mall,Work_days,0,1,0,100
075454-07052014,Autumn,1100,10,shopping_mall,Work_days,0,1,0,100
075565-07052014,Autumn,1100,11,shopping_mall,Work_days,0,1,0,100
077354-10052014,Autumn,1100,1,hotel,Week_ends,0,1,0,100
078463-12052014,Autumn,1100,2,hotel,Work_days,0,1,0,100
080142-16052014,Autumn,1100,3,apartment,Work_days,0,1,0,100
080190-16052014,Autumn,1100,4,apartment,Work_days,0,1,0,100
080865-16052014,Autumn,6900,3,shopping_mall,Work_days,0,1,0,100
080909-17052014,Autumn,1100,5,apartment,Week_ends,0,1,0,100
080964-17052014,Autumn,1100,6,apartment,Week_ends,0,1,0,100
080982-17052014,Autumn,1100,7,apartment,Week_ends,0,1,0,100
080995-17052014,Autumn,1100,8,apartment,Week_ends,0,1,0,100
081668-18052014,Autumn,1100,3,others,Week_ends,0,2,0,100
082380-19052014,Autumn,6100,4,others,Work_days,0,3,0,100
083056-20052014,Autumn,6990,2,industry_facility,Work_days,0,1,0,100
085228-24052014,Autumn,6990,2,school,Week_ends,0,4,0,100
085289-24052014,Autumn,6990,3,school,Week_ends,0,2,0,100
085828-24052014,Autumn,6900,2,public_facility,Week_ends,0,4,0,100
089083-30052014,Autumn,1120,0,apartment,Work_days,0,1,0,100
090425-02062014,Winter,1200,0,hotel,Work_days,0,3,0,100
090656-03062014,Winter,6200,1,public_facility,Work_days,0,7,0,100
091584-05062014,Winter,6900,1,restaurant,Work_days,0,1,0,100
091681-05062014,Winter,6900,2,restaurant,Work_days,0,1,0,100
096918-16062014,Winter,6100,3,apartment,Work_days,0,1,0,100
099236-21062014,Winter,1100,2,shopping_mall,Week_ends,0,1,0,100
099374-21062014,Winter,1100,3,shopping_mall,Week_ends,0,2,0,100
100168-22062014,Winter,6900,4,others,Week_ends,0,2,0,100
100518-23062014,Winter,6900,5,others,Work_days,0,3,0,100
100675-23062014,Winter,6900,6,others,Work_days,0,2,0,100
100733-24062014,Winter,6900,7,others,Work_days,0,3,0,100
101062-24062014,Winter,6110,2,office,Work_days,0,1,0,100
103256-28062014,Winter,1100,4,shopping_mall,Week_ends,0,1,0,100
104696-30062014,Winter,6200,2,public_facility,Work_days,0,1,0,100
105123-01072014,Winter,6990,3,house,Work_days,0,1,0,100
105216-01072014,Winter,2270,0,others,Work_days,0,2,0,100
105257-01072014,Winter,6200,3,public_facility,Work_days,0,1,0,100
106284-03072014,Winter,6100,2,public_facility,Work_days,0,4,0,100
106394-03072014,Winter,6100,3,public_facility,Work_days,0,2,0,100
106620-03072014,Winter,6100,2,shopping_mall,Work_days,0,5,0,100
106731-03072014,Winter,6100,4,public_facility,Work_days,0,1,0,100
106978-04072014,Winter,6900,2,public_facility,Work_days,0,3,0,100
108087-05072014,Winter,6200,1,house,Week_ends,0,1,0,100
108425-06072014,Winter,6990,3,public_facility,Week_ends,0,1,0,100
108550-06072014,Winter,6990,4,public_facility,Week_ends,0,1,0,100
109373-08072014,Winter,6900,6,apartment,Work_days,0,1,0,100
109503-08072014,Winter,6900,7,apartment,Work_days,0,1,0,100
109629-08072014,Winter,6900,8,apartment,Work_days,0,1,0,100
109898-09072014,Winter,6990,3,hotel,Work_days,0,2,0,100
114216-15072014,Winter,1120,0,hospital,Work_days,0,1,0,100
114401-15072014,Winter,6900,4,school,Work_days,0,2,0,100
115065-16072014,Winter,1200,1,hotel,Work_days,0,2,0,100
115841-18072014,Winter,1130,0,shopping_mall,Work_days,0,1,0,100
116189-19072014,Winter,6990,8,others,Week_ends,0,1,0,100
117283-20072014,Winter,6900,3,hotel,Week_ends,0,1,0,100
