incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,true_alarm,false_alarm,true_percentage,false_percentage
046594-01032013,Autumn,6110,0,Cooking-time,office,0,30,0,100
046596-01032013,Autumn,6200,1,Cooking-time,rest_home,0,5,0,100
046619-01032013,Autumn,6100,0,Cooking-time,industry_facility,0,30,0,100
046708-01032013,Autumn,6110,0,Office Hours,school,0,77,0,100
046716-01032013,Autumn,6100,1,Office Hours,rest_home,0,20,0,100
046730-01032013,Autumn,6990,1,Office Hours,office,0,26,0,100
046732-01032013,Autumn,6110,1,Cooking-time,others,0,22,0,100
046741-01032013,Autumn,6200,1,Cooking-time,others,0,16,0,100
046758-01032013,Autumn,6200,0,Cooking-time,public_facility,0,38,0,100
046882-01032013,Autumn,1120,0,Office Hours,industry_facility,0,1,0,100
046897-01032013,Autumn,6990,1,Office Hours,rest_home,0,16,0,100
046973-01032013,Autumn,1100,1,Cooking-time,school,0,15,0,100
046974-01032013,Autumn,6100,1,Cooking-time,hotel,0,36,0,100
047013-01032013,Autumn,6100,1,Night-time,hospital,0,44,0,100
047025-01032013,Autumn,6110,0,Night-time,rest_home,0,4,0,100
047057-02032013,Autumn,6100,2,Night-time,others,0,20,0,100
047119-02032013,Autumn,1100,0,Night-time,office,0,25,0,100
047152-02032013,Autumn,6100,1,Cooking-time,public_facility,0,20,0,100
047191-02032013,Autumn,6900,1,Cooking-time,hospital,0,63,0,100
047193-02032013,Autumn,6100,3,Cooking-time,others,0,10,0,100
047238-02032013,Autumn,6900,2,Office Hours,hospital,0,9,0,100
047380-02032013,Autumn,6200,1,Office Hours,rest_home,0,8,0,100
047386-02032013,Autumn,6200,0,Office Hours,public_facility,0,24,0,100
047468-02032013,Autumn,6990,0,Cooking-time,restaurant,0,13,0,100
047481-02032013,Autumn,6100,1,Cooking-time,industry_facility,0,3,0,100
047509-02032013,Autumn,6100,2,Cooking-time,hospital,0,18,0,100
047513-02032013,Autumn,6990,1,Cooking-time,restaurant,0,2,0,100
047552-02032013,Autumn,6110,1,Cooking-time,rest_home,0,3,0,100
047561-02032013,Autumn,1120,0,Night-time,hotel,0,1,0,100
047562-02032013,Autumn,6900,1,Night-time,hotel,0,13,0,100
047574-02032013,Autumn,1120,1,Night-time,hotel,0,1,0,100
047594-02032013,Autumn,6990,2,Night-time,hotel,0,8,0,100
047625-03032013,Autumn,6200,0,Night-time,office,0,12,0,100
047636-03032013,Autumn,6990,1,Night-time,public_facility,0,28,0,100
047655-03032013,Autumn,6200,1,Night-time,office,0,7,0,100
047658-03032013,Autumn,6990,3,Night-time,hotel,0,1,0,100
047665-03032013,Autumn,6110,0,Night-time,office,0,16,0,100
047671-03032013,Autumn,6900,1,Night-time,others,0,121,0,100
047701-03032013,Autumn,6110,1,Night-time,office,0,3,0,100
047708-03032013,Autumn,6990,1,Night-time,rest_home,0,16,0,100
047768-03032013,Autumn,6200,0,Cooking-time,hospital,0,30,0,100
047771-03032013,Autumn,6100,1,Cooking-time,school,0,52,0,100
047904-03032013,Autumn,6200,1,Cooking-time,hospital,0,3,0,100
048069-03032013,Autumn,1100,0,Night-time,house,0,7,0,100
048078-03032013,Autumn,1100,1,Night-time,house,0,1,0,100
048082-03032013,Autumn,1100,0,Night-time,shopping_mall,0,42,0,100
048086-03032013,Autumn,6110,0,Night-time,school,0,79,0,100
048091-03032013,Autumn,6990,1,Night-time,hotel,0,17,0,100
048105-03032013,Autumn,1100,1,Night-time,shopping_mall,0,5,0,100
048124-04032013,Autumn,6100,2,Night-time,hospital,0,12,0,100
048199-04032013,Autumn,6990,1,Cooking-time,hospital,0,53,0,100
048222-04032013,Autumn,6990,2,Cooking-time,hospital,0,11,0,100
048245-04032013,Autumn,6100,1,Cooking-time,rest_home,0,39,0,100
048256-04032013,Autumn,6200,0,Cooking-time,industry_facility,0,10,0,100
048270-04032013,Autumn,6100,0,Office Hours,shopping_mall,0,72,0,100
048280-04032013,Autumn,6200,0,Office Hours,industry_facility,0,7,0,100
048286-04032013,Autumn,6100,1,Office Hours,shopping_mall,0,11,0,100
048338-04032013,Autumn,6110,1,Cooking-time,school,0,37,0,100
048422-04032013,Autumn,1100,0,Office Hours,apartment,0,35,0,100
048434-04032013,Autumn,6200,1,Office Hours,industry_facility,0,1,0,100
048440-04032013,Autumn,1100,0,Office Hours,rest_home,0,14,0,100
048548-04032013,Autumn,6100,2,Cooking-time,hotel,0,4,0,100
048556-04032013,Autumn,6990,2,Cooking-time,shopping_mall,0,13,0,100
048588-04032013,Autumn,6990,2,Cooking-time,others,0,39,0,100
048616-04032013,Autumn,6900,0,Night-time,industry_facility,0,43,0,100
048618-04032013,Autumn,6100,2,Night-time,shopping_mall,0,8,0,100
048662-05032013,Autumn,6990,3,Night-time,hospital,0,1,0,100
048677-05032013,Autumn,6200,2,Night-time,industry_facility,0,1,0,100
048680-05032013,Autumn,6900,1,Night-time,hospital,0,28,0,100
048722-05032013,Autumn,6990,1,Cooking-time,rest_home,0,38,0,100
048796-05032013,Autumn,6990,1,Office Hours,hotel,0,30,0,100
048802-05032013,Autumn,6900,2,Office Hours,others,0,19,0,100
048928-05032013,Autumn,6900,1,Office Hours,public_facility,0,14,0,100
049002-05032013,Autumn,6200,3,Cooking-time,industry_facility,0,1,0,100
049037-05032013,Autumn,1100,0,Cooking-time,hospital,0,12,0,100
049055-05032013,Autumn,1100,1,Cooking-time,hospital,0,4,0,100
049154-06032013,Autumn,1100,2,Night-time,hospital,0,1,0,100
049159-06032013,Autumn,6200,0,Night-time,hospital,0,11,0,100
049175-06032013,Autumn,6200,1,Night-time,hospital,0,2,0,100
049181-06032013,Autumn,1100,3,Night-time,hospital,0,1,0,100
049195-06032013,Autumn,1100,0,Night-time,apartment,0,32,0,100
049263-06032013,Autumn,6900,2,Cooking-time,others,0,44,0,100
049360-06032013,Autumn,6100,1,Cooking-time,shopping_mall,0,21,0,100
049480-06032013,Autumn,6100,2,Office Hours,others,0,15,0,100
049493-06032013,Autumn,6200,0,Office Hours,school,0,24,0,100
049620-06032013,Autumn,6900,0,Cooking-time,restaurant,0,17,0,100
049624-06032013,Autumn,6200,1,Night-time,hotel,0,3,0,100
049671-07032013,Autumn,6200,2,Night-time,hotel,0,1,0,100
049733-07032013,Autumn,1100,0,Night-time,tansport,0,8,0,100
049753-07032013,Autumn,6990,2,Cooking-time,apartment,0,25,0,100
049765-07032013,Autumn,6200,1,Cooking-time,shopping_mall,0,15,0,100
049842-07032013,Autumn,6990,1,Office Hours,apartment,0,39,0,100
049969-07032013,Autumn,1120,0,Office Hours,office,0,4,0,100
050109-07032013,Autumn,6200,1,Night-time,others,0,8,0,100
050201-08032013,Autumn,6900,1,Night-time,school,0,56,0,100
050325-08032013,Autumn,6900,1,Office Hours,shopping_mall,0,12,0,100
050331-08032013,Autumn,1100,1,Office Hours,others,0,14,0,100
050480-08032013,Autumn,1120,0,Office Hours,others,0,9,0,100
050518-08032013,Autumn,6990,0,Office Hours,tansport,0,22,0,100
050615-08032013,Autumn,1100,1,Cooking-time,apartment,0,7,0,100
050635-08032013,Autumn,6900,1,Cooking-time,office,0,20,0,100
050658-08032013,Autumn,1100,2,Cooking-time,apartment,0,3,0,100
050696-08032013,Autumn,1100,0,Night-time,public_facility,0,17,0,100
050767-09032013,Autumn,6900,1,Night-time,public_facility,0,20,0,100
050898-09032013,Autumn,1100,0,Cooking-time,rest_home,0,17,0,100
050925-09032013,Autumn,6900,1,Cooking-time,rest_home,0,44,0,100
050947-09032013,Autumn,6110,0,Cooking-time,house,0,7,0,100
050954-09032013,Autumn,1100,1,Cooking-time,public_facility,0,1,0,100
051000-09032013,Autumn,6900,1,Office Hours,others,0,110,0,100
051037-09032013,Autumn,6110,1,Office Hours,apartment,0,4,0,100
051038-09032013,Autumn,6110,0,Office Hours,industry_facility,0,9,0,100
051287-09032013,Autumn,6200,1,Cooking-time,public_facility,0,7,0,100
051364-09032013,Autumn,6900,1,Cooking-time,shopping_mall,0,28,0,100
051441-09032013,Autumn,6990,2,Night-time,others,0,29,0,100
051467-10032013,Autumn,6200,1,Night-time,shopping_mall,0,7,0,100
051549-10032013,Autumn,6110,2,Night-time,school,0,7,0,100
051558-10032013,Autumn,6290,0,Night-time,school,0,2,0,100
051560-10032013,Autumn,6110,0,Night-time,industry_facility,0,7,0,100
051564-10032013,Autumn,1100,0,Night-time,school,0,40,0,100
051667-10032013,Autumn,6100,3,Office Hours,hospital,0,4,0,100
051740-10032013,Autumn,6200,2,Cooking-time,shopping_mall,0,3,0,100
052076-11032013,Autumn,6110,0,Night-time,hospital,0,9,0,100
052167-11032013,Autumn,7110,0,Office Hours,public_facility,0,10,0,100
052187-11032013,Autumn,1200,0,Office Hours,apartment,0,2,0,100
052683-12032013,Autumn,6290,0,Cooking-time,school,0,5,0,100
052928-12032013,Autumn,6200,1,Cooking-time,office,0,4,0,100
053167-13032013,Autumn,6990,1,Office Hours,hospital,0,27,0,100
053752-14032013,Autumn,1100,1,Office Hours,house,0,1,0,100
053756-14032013,Autumn,6900,1,Office Hours,industry_facility,0,5,0,100
053765-14032013,Autumn,6100,1,Office Hours,hotel,0,8,0,100
053867-14032013,Autumn,6990,2,Office Hours,hotel,0,7,0,100
053948-14032013,Autumn,1900,0,Office Hours,apartment,0,3,0,100
054025-14032013,Autumn,6990,3,Cooking-time,others,0,13,0,100
054115-15032013,Autumn,1100,0,Night-time,hospital,0,10,0,100
054119-15032013,Autumn,6900,1,Night-time,tansport,0,10,0,100
054130-15032013,Autumn,6990,4,Night-time,others,0,3,0,100
054140-15032013,Autumn,6990,1,Night-time,school,0,17,0,100
054150-15032013,Autumn,6110,0,Cooking-time,hospital,0,15,0,100
054229-15032013,Autumn,6990,2,Office Hours,hospital,0,8,0,100
054260-15032013,Autumn,6110,0,Office Hours,hotel,0,14,0,100
054471-15032013,Autumn,6200,1,Cooking-time,apartment,0,20,0,100
054698-16032013,Autumn,6990,5,Night-time,others,0,1,0,100
054702-16032013,Autumn,6990,6,Night-time,others,0,1,0,100
054711-16032013,Autumn,6100,1,Night-time,shopping_mall,0,13,0,100
054713-16032013,Autumn,6990,7,Night-time,others,0,1,0,100
054727-16032013,Autumn,6990,8,Night-time,others,0,1,0,100
054752-16032013,Autumn,6990,9,Night-time,others,0,1,0,100
054786-16032013,Autumn,1100,1,Cooking-time,shopping_mall,0,10,0,100
054850-16032013,Autumn,6990,1,Office Hours,school,0,15,0,100
054879-16032013,Autumn,1100,0,Office Hours,tansport,0,5,0,100
054928-16032013,Autumn,6990,10,Cooking-time,others,0,1,0,100
054988-16032013,Autumn,6990,11,Cooking-time,others,0,1,0,100
055001-16032013,Autumn,6990,12,Office Hours,others,0,1,0,100
055016-16032013,Autumn,6990,13,Office Hours,others,0,1,0,100
055058-16032013,Autumn,6990,14,Office Hours,others,0,1,0,100
055073-16032013,Autumn,6990,15,Office Hours,others,0,1,0,100
055231-16032013,Autumn,6900,1,Cooking-time,hotel,0,22,0,100
055294-16032013,Autumn,6100,0,Night-time,tansport,0,35,0,100
055423-17032013,Autumn,6110,0,Night-time,public_facility,0,17,0,100
055889-18032013,Autumn,6200,1,Night-time,school,0,6,0,100
055927-18032013,Autumn,6100,0,Night-time,restaurant,0,1,0,100
055942-18032013,Autumn,0,0,Night-time,others,0,4,0,100
056201-18032013,Autumn,6100,0,Office Hours,restaurant,0,9,0,100
056217-18032013,Autumn,6110,1,Office Hours,school,0,16,0,100
056372-18032013,Autumn,6100,1,Night-time,hotel,0,15,0,100
056431-19032013,Autumn,1200,0,Night-time,public_facility,0,1,0,100
056469-19032013,Autumn,6110,2,Cooking-time,school,0,13,0,100
056473-19032013,Autumn,6990,1,Cooking-time,office,0,38,0,100
056478-19032013,Autumn,6110,3,Cooking-time,school,0,3,0,100
056564-19032013,Autumn,1100,0,Office Hours,public_facility,0,27,0,100
056616-19032013,Autumn,6110,4,Cooking-time,school,0,2,0,100
056620-19032013,Autumn,6110,1,Cooking-time,public_facility,0,11,0,100
056631-19032013,Autumn,6110,2,Cooking-time,public_facility,0,1,0,100
056702-19032013,Autumn,6110,5,Office Hours,school,0,2,0,100
056775-19032013,Autumn,6900,1,Office Hours,hospital,0,21,0,100
057099-20032013,Autumn,6200,0,Cooking-time,house,0,10,0,100
057140-20032013,Autumn,6110,1,Office Hours,others,0,7,0,100
057285-20032013,Autumn,6110,6,Office Hours,school,0,2,0,100
057618-21032013,Autumn,6100,1,Night-time,office,0,9,0,100
057640-21032013,Autumn,6100,2,Night-time,office,0,1,0,100
057711-21032013,Autumn,6200,0,Office Hours,office,0,15,0,100
057738-21032013,Autumn,6900,0,Office Hours,restaurant,0,18,0,100
057812-21032013,Autumn,6100,2,Cooking-time,others,0,30,0,100
057832-21032013,Autumn,6100,0,Cooking-time,house,0,50,0,100
058143-21032013,Autumn,1100,1,Cooking-time,others,0,22,0,100
058268-22032013,Autumn,6990,2,Night-time,public_facility,0,3,0,100
058405-22032013,Autumn,6100,0,Office Hours,tansport,0,23,0,100
058411-22032013,Autumn,6900,1,Office Hours,rest_home,0,27,0,100
058874-22032013,Autumn,6900,2,Night-time,apartment,0,7,0,100
058880-22032013,Autumn,6900,2,Night-time,school,0,14,0,100
058980-23032013,Autumn,6110,1,Night-time,school,0,17,0,100
059077-23032013,Autumn,6900,1,Office Hours,hotel,0,24,0,100
059079-23032013,Autumn,6110,3,Office Hours,school,0,1,0,100
059125-23032013,Autumn,6110,4,Office Hours,school,0,1,0,100
059181-23032013,Autumn,6110,5,Cooking-time,school,0,2,0,100
059230-23032013,Autumn,6900,2,Cooking-time,rest_home,0,13,0,100
059239-23032013,Autumn,6110,6,Cooking-time,school,0,2,0,100
059360-23032013,Autumn,6110,7,Office Hours,school,0,2,0,100
059426-23032013,Autumn,6990,2,Cooking-time,rest_home,0,5,0,100
059625-24032013,Autumn,6110,8,Night-time,others,0,1,0,100
059683-24032013,Autumn,6900,2,Night-time,hotel,0,4,0,100
059712-24032013,Autumn,1100,1,Night-time,public_facility,0,1,0,100
060278-25032013,Autumn,6200,0,Night-time,public_facility,0,26,0,100
060290-25032013,Autumn,6200,0,Night-time,school,0,17,0,100
060358-25032013,Autumn,6100,2,Cooking-time,shopping_mall,0,2,0,100
060428-25032013,Autumn,6200,1,Office Hours,school,0,9,0,100
060606-25032013,Autumn,6900,1,Cooking-time,public_facility,0,27,0,100
061007-26032013,Autumn,6100,1,Night-time,public_facility,0,21,0,100
061140-26032013,Autumn,6200,1,Office Hours,apartment,0,7,0,100
061167-26032013,Autumn,6110,0,Office Hours,hospital,0,5,0,100
061389-26032013,Autumn,6120,0,Office Hours,industry_facility,0,3,0,100
061579-26032013,Autumn,6990,2,Night-time,shopping_mall,0,14,0,100
061596-27032013,Autumn,1100,0,Night-time,rest_home,0,7,0,100
061898-27032013,Autumn,6990,1,Cooking-time,school,0,27,0,100
061985-27032013,Autumn,1120,0,Office Hours,hospital,0,2,0,100
062064-27032013,Autumn,6990,2,Office Hours,shopping_mall,0,10,0,100
062338-28032013,Autumn,6900,0,Night-time,restaurant,0,16,0,100
062356-28032013,Autumn,6990,0,Night-time,house,0,15,0,100
062359-28032013,Autumn,6990,1,Night-time,hospital,0,12,0,100
062778-28032013,Autumn,6100,0,Office Hours,industry_facility,0,20,0,100
062791-28032013,Autumn,6990,2,Office Hours,apartment,0,7,0,100
062819-28032013,Autumn,6990,3,Office Hours,apartment,0,2,0,100
063079-29032013,Autumn,6990,0,Night-time,tansport,0,15,0,100
063178-29032013,Autumn,6900,2,Cooking-time,school,0,12,0,100
063767-30032013,Autumn,6100,1,Cooking-time,tansport,0,7,0,100
063798-30032013,Autumn,6100,2,Cooking-time,rest_home,0,4,0,100
063896-30032013,Autumn,6210,0,Cooking-time,office,0,5,0,100
063930-30032013,Autumn,6110,0,Cooking-time,rest_home,0,10,0,100
063932-30032013,Autumn,6990,3,Cooking-time,shopping_mall,0,4,0,100
063960-30032013,Autumn,6100,3,Office Hours,others,0,5,0,100
063962-30032013,Autumn,6100,4,Office Hours,others,0,3,0,100
064129-30032013,Autumn,6900,1,Cooking-time,tansport,0,14,0,100
064182-30032013,Autumn,6900,2,Night-time,shopping_mall,0,6,0,100
064241-31032013,Autumn,1100,0,Night-time,hotel,0,8,0,100
064267-31032013,Autumn,6210,1,Night-time,office,0,1,0,100
064293-31032013,Autumn,6100,0,Night-time,house,0,16,0,100
064340-31032013,Autumn,6210,2,Night-time,office,0,1,0,100
064383-31032013,Autumn,6900,1,Cooking-time,industry_facility,0,9,0,100
064414-31032013,Autumn,6900,2,Office Hours,hotel,0,2,0,100
064437-31032013,Autumn,6900,1,Office Hours,tansport,0,8,0,100
064614-31032013,Autumn,1100,0,Cooking-time,tansport,0,8,0,100
064759-31032013,Autumn,6900,3,Night-time,hotel,0,1,0,100
064798-01042013,Autumn,1100,1,Night-time,hotel,0,2,0,100
064806-01042013,Autumn,6900,4,Night-time,hotel,0,1,0,100
064850-01042013,Autumn,6900,5,Night-time,hotel,0,1,0,100
064865-01042013,Autumn,6200,0,Night-time,industry_facility,0,10,0,100
065441-02042013,Autumn,6110,0,Office Hours,public_facility,0,27,0,100
066021-03042013,Autumn,6110,1,Cooking-time,office,0,6,0,100
066096-03042013,Autumn,6110,2,Office Hours,school,0,10,0,100
066106-03042013,Autumn,6200,0,Office Hours,tansport,0,2,0,100
066157-03042013,Autumn,6110,2,Cooking-time,office,0,4,0,100
066505-04042013,Autumn,1100,1,Night-time,school,0,7,0,100
066514-04042013,Autumn,1120,0,Night-time,office,0,6,0,100
066568-04042013,Autumn,1100,2,Cooking-time,shopping_mall,0,2,0,100
066581-04042013,Autumn,1100,2,Cooking-time,school,0,2,0,100
066656-04042013,Autumn,6990,0,Office Hours,restaurant,0,4,0,100
066941-04042013,Autumn,6200,0,Cooking-time,tansport,0,6,0,100
066970-04042013,Autumn,1100,3,Cooking-time,school,0,2,0,100
066998-04042013,Autumn,1100,4,Cooking-time,school,0,1,0,100
067018-04042013,Autumn,1100,5,Night-time,school,0,1,0,100
067048-05042013,Autumn,1100,6,Night-time,school,0,1,0,100
067080-05042013,Autumn,6900,1,Night-time,office,0,16,0,100
067362-05042013,Autumn,1100,7,Office Hours,school,0,1,0,100
067683-06042013,Autumn,6200,0,Night-time,tansport,0,3,0,100
067689-06042013,Autumn,1900,0,Night-time,others,0,3,0,100
067702-06042013,Autumn,6100,2,Cooking-time,public_facility,0,6,0,100
067780-06042013,Autumn,1100,8,Office Hours,school,0,1,0,100
067782-06042013,Autumn,6100,0,Office Hours,house,0,19,0,100
067861-06042013,Autumn,6990,2,Cooking-time,office,0,6,0,100
068075-06042013,Autumn,6990,1,Night-time,office,0,17,0,100
068109-06042013,Autumn,6990,0,Night-time,restaurant,0,5,0,100
068666-08042013,Autumn,1100,1,Night-time,others,0,27,0,100
068906-08042013,Autumn,6990,2,Cooking-time,house,0,2,0,100
068914-08042013,Autumn,6900,3,Cooking-time,others,0,10,0,100
069046-08042013,Autumn,6200,1,Office Hours,others,0,8,0,100
069089-08042013,Autumn,6900,2,Cooking-time,hospital,0,8,0,100
069223-09042013,Autumn,6990,2,Night-time,office,0,4,0,100
069245-09042013,Autumn,6210,0,Night-time,office,0,2,0,100
069313-09042013,Autumn,6100,3,Cooking-time,hospital,0,2,0,100
069314-09042013,Autumn,6210,1,Cooking-time,office,0,1,0,100
069342-09042013,Autumn,6900,4,Office Hours,others,0,6,0,100
069377-09042013,Autumn,6200,0,Office Hours,restaurant,0,1,0,100
069435-09042013,Autumn,1120,1,Cooking-time,others,0,1,0,100
069496-09042013,Autumn,6110,1,Office Hours,office,0,9,0,100
069685-10042013,Autumn,1100,1,Night-time,apartment,0,7,0,100
069741-10042013,Autumn,1100,1,Night-time,hospital,0,1,0,100
069742-10042013,Autumn,6990,1,Night-time,industry_facility,0,7,0,100
069931-10042013,Autumn,6100,2,Office Hours,hospital,0,9,0,100
069958-10042013,Autumn,1100,2,Cooking-time,hospital,0,1,0,100
069973-10042013,Autumn,6900,1,Cooking-time,restaurant,0,2,0,100
070039-10042013,Autumn,6900,2,Office Hours,apartment,0,2,0,100
070076-10042013,Autumn,6200,2,Office Hours,office,0,1,0,100
070295-11042013,Autumn,1100,0,Night-time,industry_facility,0,4,0,100
070608-11042013,Autumn,6990,3,Office Hours,others,0,2,0,100
070835-11042013,Autumn,6900,1,Night-time,shopping_mall,0,18,0,100
070860-12042013,Autumn,6100,1,Night-time,rest_home,0,25,0,100
070935-12042013,Autumn,6990,4,Cooking-time,others,0,4,0,100
072197-14042013,Autumn,6900,3,Night-time,school,0,1,0,100
072209-14042013,Autumn,6900,4,Night-time,school,0,1,0,100
072210-14042013,Autumn,0,0,Night-time,school,0,1,0,100
072219-14042013,Autumn,6900,5,Night-time,school,0,1,0,100
072459-14042013,Autumn,6100,2,Office Hours,shopping_mall,0,3,0,100
072657-14042013,Autumn,6100,3,Cooking-time,shopping_mall,0,1,0,100
072666-14042013,Autumn,6100,4,Cooking-time,shopping_mall,0,1,0,100
073278-15042013,Autumn,6990,2,Cooking-time,school,0,4,0,100
073430-16042013,Autumn,6900,2,Night-time,hospital,0,7,0,100
074030-17042013,Autumn,0,0,Cooking-time,others,0,5,0,100
074076-17042013,Autumn,0,0,Cooking-time,house,0,1,0,100
074096-17042013,Autumn,0,0,Office Hours,hotel,0,1,0,100
074592-18042013,Autumn,1170,0,Night-time,others,0,2,0,100
074739-18042013,Autumn,6100,2,Office Hours,school,0,8,0,100
075166-18042013,Autumn,6200,2,Cooking-time,school,0,2,0,100
075307-19042013,Autumn,6100,3,Night-time,hospital,0,4,0,100
075332-19042013,Autumn,6100,1,Cooking-time,office,0,8,0,100
075512-19042013,Autumn,6990,2,Cooking-time,hotel,0,5,0,100
075612-19042013,Autumn,6110,1,Office Hours,public_facility,0,2,0,100
075740-19042013,Autumn,6200,1,Cooking-time,hotel,0,7,0,100
075807-19042013,Autumn,6200,2,Cooking-time,public_facility,0,1,0,100
075831-19042013,Autumn,6200,3,Night-time,public_facility,0,1,0,100
075895-20042013,Autumn,6110,0,Night-time,hotel,0,19,0,100
076079-20042013,Autumn,6110,2,Office Hours,public_facility,0,1,0,100
076107-20042013,Autumn,6900,3,Office Hours,others,0,5,0,100
076468-20042013,Autumn,6100,2,Night-time,public_facility,0,4,0,100
076787-21042013,Autumn,6100,2,Office Hours,rest_home,0,2,0,100
077506-22042013,Autumn,6900,3,Cooking-time,house,0,1,0,100
077761-23042013,Autumn,6900,2,Office Hours,public_facility,0,4,0,100
078151-24042013,Autumn,1100,2,Night-time,others,0,5,0,100
078264-24042013,Autumn,1100,0,Office Hours,hospital,0,10,0,100
078849-25042013,Autumn,6100,2,Cooking-time,apartment,0,7,0,100
078863-25042013,Autumn,6200,1,Cooking-time,school,0,4,0,100
078907-25042013,Autumn,6200,2,Office Hours,school,0,1,0,100
078958-25042013,Autumn,6200,3,Office Hours,school,0,1,0,100
079365-26042013,Autumn,1120,0,Night-time,hospital,0,1,0,100
079484-26042013,Autumn,6990,3,Office Hours,shopping_mall,0,1,0,100
079702-26042013,Autumn,1900,0,Office Hours,others,0,2,0,100
080516-27042013,Autumn,6110,0,Cooking-time,industry_facility,0,11,0,100
080558-27042013,Autumn,6990,1,Night-time,house,0,2,0,100
080646-28042013,Autumn,6110,1,Night-time,industry_facility,0,4,0,100
080794-28042013,Autumn,6900,2,Office Hours,school,0,5,0,100
081232-28042013,Autumn,6100,1,Night-time,house,0,4,0,100
081564-29042013,Autumn,6100,2,Cooking-time,office,0,2,0,100
081596-29042013,Autumn,6200,1,Office Hours,hospital,0,2,0,100
081688-29042013,Autumn,6110,0,Office Hours,rest_home,0,12,0,100
081820-29042013,Autumn,6110,1,Cooking-time,industry_facility,0,2,0,100
081856-29042013,Autumn,6110,2,Cooking-time,industry_facility,0,1,0,100
082320-30042013,Autumn,6110,2,Office Hours,rest_home,0,1,0,100
082588-01052013,Autumn,6110,3,Night-time,rest_home,0,1,0,100
082611-01052013,Autumn,1100,2,Night-time,school,0,4,0,100
082675-01052013,Autumn,6100,0,Cooking-time,restaurant,0,7,0,100
082702-01052013,Autumn,0,0,Cooking-time,public_facility,0,1,0,100
083043-01052013,Autumn,7110,0,Night-time,public_facility,0,4,0,100
083590-03052013,Autumn,1120,1,Night-time,others,0,3,0,100
083597-03052013,Autumn,0,0,Night-time,apartment,0,1,0,100
083713-03052013,Autumn,1100,2,Cooking-time,others,0,8,0,100
083785-03052013,Autumn,1900,1,Cooking-time,others,0,2,0,100
084236-04052013,Autumn,6900,3,Night-time,others,0,6,0,100
084921-05052013,Autumn,6100,2,Night-time,apartment,0,3,0,100
085090-05052013,Autumn,6100,3,Office Hours,apartment,0,1,0,100
085498-05052013,Autumn,0,0,Night-time,public_facility,0,1,0,100
085778-06052013,Autumn,6990,2,Office Hours,office,0,5,0,100
086046-07052013,Autumn,6990,3,Night-time,apartment,0,1,0,100
086048-07052013,Autumn,6100,1,Night-time,tansport,0,6,0,100
086141-07052013,Autumn,1100,0,Office Hours,hotel,0,10,0,100
086380-07052013,Autumn,6990,3,Office Hours,hospital,0,3,0,100
086600-08052013,Autumn,6100,3,Night-time,others,0,6,0,100
086637-08052013,Autumn,6990,4,Cooking-time,hospital,0,3,0,100
086882-08052013,Autumn,1200,0,Office Hours,others,0,4,0,100
086902-08052013,Autumn,6990,1,Office Hours,public_facility,0,11,0,100
086991-08052013,Autumn,6990,3,Cooking-time,hotel,0,3,0,100
087165-09052013,Autumn,6200,1,Night-time,apartment,0,10,0,100
087607-09052013,Autumn,6100,2,Cooking-time,tansport,0,1,0,100
087617-09052013,Autumn,6100,3,Cooking-time,tansport,0,1,0,100
087775-10052013,Autumn,6990,3,Night-time,others,0,7,0,100
088350-10052013,Autumn,6990,0,Cooking-time,tansport,0,19,0,100
088423-10052013,Autumn,6900,2,Night-time,tansport,0,1,0,100
088722-11052013,Autumn,6210,0,Office Hours,office,0,3,0,100
088732-11052013,Autumn,6100,1,Office Hours,office,0,10,0,100
089310-12052013,Autumn,6900,1,Night-time,house,0,2,0,100
089369-12052013,Autumn,6100,1,Cooking-time,restaurant,0,1,0,100
089442-12052013,Autumn,1100,2,Office Hours,school,0,3,0,100
089902-12052013,Autumn,6990,1,Night-time,tansport,0,3,0,100
090382-13052013,Autumn,6110,1,Cooking-time,apartment,0,5,0,100
091117-15052013,Autumn,6110,1,Night-time,apartment,0,2,0,100
091727-16052013,Autumn,6200,2,Night-time,shopping_mall,0,4,0,100
091935-16052013,Autumn,1120,0,Cooking-time,industry_facility,0,5,0,100
092628-17052013,Autumn,6990,1,Office Hours,industry_facility,0,1,0,100
092741-17052013,Autumn,6900,2,Cooking-time,hotel,0,4,0,100
093800-19052013,Autumn,6900,3,Cooking-time,apartment,0,5,0,100
094325-20052013,Autumn,6900,4,Night-time,apartment,0,3,0,100
094368-20052013,Autumn,6900,5,Cooking-time,apartment,0,3,0,100
094376-20052013,Autumn,6900,2,Cooking-time,office,0,5,0,100
094407-20052013,Autumn,6900,6,Cooking-time,apartment,0,2,0,100
095007-21052013,Autumn,6200,3,Cooking-time,shopping_mall,0,1,0,100
095050-21052013,Autumn,6200,4,Office Hours,shopping_mall,0,1,0,100
095754-22052013,Autumn,6100,1,Office Hours,restaurant,0,1,0,100
095915-22052013,Autumn,1100,1,Cooking-time,rest_home,0,2,0,100
096086-22052013,Autumn,6900,4,Cooking-time,apartment,0,3,0,100
096571-23052013,Autumn,6200,1,Office Hours,shopping_mall,0,7,0,100
096688-24052013,Autumn,6900,6,Night-time,apartment,0,1,0,100
096809-24052013,Autumn,0,0,Cooking-time,hospital,0,1,0,100
096875-24052013,Autumn,6200,3,Office Hours,shopping_mall,0,1,0,100
