incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,true_alarm,false_alarm,true_percentage,false_percentage
026080-16022015,Summer,6110,2,Cooking-time,industry_facility,0,1,0,100
028260-20022015,Summer,6100,4,Office Hours,school,0,1,0,100
028675-21022015,Summer,6100,6,Office Hours,school,0,2,0,100
028784-21022015,Summer,6100,7,Cooking-time,school,0,1,0,100
028954-21022015,Summer,6100,8,Cooking-time,school,0,2,0,100
029430-22022015,Summer,6100,9,Cooking-time,school,0,2,0,100
029651-23022015,Summer,6990,3,Cooking-time,public_facility,0,1,0,100
030365-24022015,Summer,6900,3,Office Hours,industry_facility,0,1,0,100
031543-27022015,Summer,6990,3,Night-time,hotel,0,1,0,100
031722-27022015,Summer,6100,7,Office Hours,school,0,1,0,100
032817-01032015,Autumn,6110,2,Night-time,apartment,0,1,0,100
032879-01032015,Autumn,6110,3,Night-time,apartment,0,1,0,100
032902-01032015,Autumn,6900,2,Cooking-time,public_facility,0,4,0,100
032992-01032015,Autumn,6900,3,Office Hours,public_facility,0,1,0,100
033018-01032015,Autumn,6100,10,Cooking-time,school,0,1,0,100
033231-01032015,Autumn,6900,5,Office Hours,public_facility,0,1,0,100
033292-01032015,Autumn,6990,4,Office Hours,hospital,0,1,0,100
033329-01032015,Autumn,6900,6,Office Hours,public_facility,0,1,0,100
033344-01032015,Autumn,6900,7,Office Hours,public_facility,0,1,0,100
033458-01032015,Autumn,6100,11,Cooking-time,school,0,1,0,100
033533-02032015,Autumn,6990,3,Night-time,office,0,1,0,100
033778-02032015,Autumn,6990,4,Cooking-time,office,0,1,0,100
034064-03032015,Autumn,6990,5,Night-time,office,0,1,0,100
034120-03032015,Autumn,6900,5,Cooking-time,public_facility,0,1,0,100
034429-03032015,Autumn,6990,6,Cooking-time,office,0,1,0,100
034682-04032015,Autumn,6990,7,Cooking-time,office,0,1,0,100
035162-05032015,Autumn,6990,8,Night-time,office,0,1,0,100
035778-06032015,Autumn,6990,1,Night-time,restaurant,0,1,0,100
036327-06032015,Autumn,1100,1,Cooking-time,hotel,0,1,0,100
036798-07032015,Autumn,1100,3,Office Hours,others,0,2,0,100
036823-07032015,Autumn,1100,4,Office Hours,others,0,1,0,100
036854-07032015,Autumn,1100,5,Office Hours,others,0,1,0,100
037027-08032015,Autumn,6110,3,Night-time,office,0,1,0,100
037130-08032015,Autumn,6900,3,Cooking-time,shopping_mall,0,1,0,100
037292-08032015,Autumn,6100,3,Cooking-time,school,0,7,0,100
038272-10032015,Autumn,1100,0,Night-time,restaurant,0,1,0,100
038318-10032015,Autumn,6200,0,Night-time,house,0,1,0,100
038453-10032015,Autumn,1200,0,Office Hours,office,0,1,0,100
038734-10032015,Autumn,1100,1,Cooking-time,restaurant,0,1,0,100
039720-12032015,Autumn,6100,2,Cooking-time,house,0,1,0,100
043180-18032015,Autumn,6110,0,Office Hours,house,0,1,0,100
046509-24032015,Autumn,2350,0,Night-time,others,0,1,0,100
047688-26032015,Autumn,6200,2,Cooking-time,hospital,0,1,0,100
048433-27032015,Autumn,6990,1,Office Hours,house,0,1,0,100
049985-29032015,Autumn,6100,2,Cooking-time,school,0,8,0,100
050361-30032015,Autumn,6100,3,Office Hours,school,0,3,0,100
050522-30032015,Autumn,6100,4,Cooking-time,school,0,3,0,100
050931-31032015,Autumn,6100,5,Office Hours,school,0,1,0,100
051840-02042015,Autumn,1120,0,Cooking-time,hotel,0,2,0,100
052016-02042015,Autumn,1120,0,Cooking-time,hospital,0,1,0,100
052097-02042015,Autumn,6200,1,Office Hours,public_facility,0,2,0,100
053353-05042015,Autumn,6900,2,Night-time,industry_facility,0,3,0,100
053847-06042015,Autumn,6900,3,Night-time,industry_facility,0,1,0,100
053850-06042015,Autumn,6900,4,Night-time,industry_facility,0,1,0,100
053858-06042015,Autumn,6900,5,Night-time,industry_facility,0,1,0,100
054444-07042015,Autumn,7110,1,Office Hours,public_facility,0,1,0,100
055390-09042015,Autumn,6100,2,Office Hours,apartment,0,3,0,100
055564-09042015,Autumn,6100,3,Cooking-time,apartment,0,2,0,100
055711-10042015,Autumn,6100,4,Night-time,apartment,0,1,0,100
056132-10042015,Autumn,6100,5,Night-time,apartment,0,1,0,100
056552-11042015,Autumn,6100,6,Cooking-time,apartment,0,1,0,100
056669-11042015,Autumn,6100,7,Night-time,apartment,0,1,0,100
056731-12042015,Autumn,6100,8,Night-time,apartment,0,1,0,100
056971-12042015,Autumn,6100,9,Cooking-time,apartment,0,1,0,100
057049-12042015,Autumn,6100,10,Office Hours,apartment,0,1,0,100
057480-13042015,Autumn,6110,1,Office Hours,industry_facility,0,1,0,100
058071-14042015,Autumn,6900,2,Office Hours,restaurant,0,1,0,100
058246-14042015,Autumn,6900,5,Night-time,others,0,2,0,100
058408-15042015,Autumn,1140,0,Cooking-time,apartment,0,1,0,100
058444-15042015,Autumn,0,0,Office Hours,tansport,0,1,0,100
058468-15042015,Autumn,6200,0,Office Hours,house,0,2,0,100
058492-15042015,Autumn,1140,1,Cooking-time,apartment,0,1,0,100
059622-17042015,Autumn,1100,2,Office Hours,shopping_mall,0,1,0,100
061985-21042015,Autumn,6990,2,Night-time,school,0,2,0,100
062161-21042015,Autumn,6990,3,Night-time,school,0,1,0,100
062373-21042015,Autumn,1120,0,Night-time,industry_facility,0,1,0,100
062805-21042015,Autumn,6110,3,Night-time,school,0,3,0,100
064686-21042015,Autumn,6100,2,Cooking-time,industry_facility,0,1,0,100
066173-21042015,Autumn,6100,3,Night-time,industry_facility,0,1,0,100
066644-22042015,Autumn,6100,3,Night-time,public_facility,0,1,0,100
066674-22042015,Autumn,6110,4,Night-time,school,0,2,0,100
066899-22042015,Autumn,6100,4,Cooking-time,hospital,0,2,0,100
068090-22042015,Autumn,6200,2,Cooking-time,apartment,0,1,0,100
068161-22042015,Autumn,4110,0,Night-time,others,0,1,0,100
068276-23042015,Autumn,6100,4,Night-time,others,0,2,0,100
068292-23042015,Autumn,6110,2,Night-time,rest_home,0,1,0,100
068295-23042015,Autumn,6900,3,Night-time,hospital,0,2,0,100
068296-23042015,Autumn,6100,4,Night-time,school,0,1,0,100
068306-23042015,Autumn,6100,2,Night-time,hotel,0,1,0,100
068364-23042015,Autumn,6900,4,Night-time,hospital,0,1,0,100
068551-23042015,Autumn,6900,5,Cooking-time,hospital,0,1,0,100
068623-23042015,Autumn,6900,4,Office Hours,apartment,0,1,0,100
069073-23042015,Autumn,6110,3,Cooking-time,rest_home,0,1,0,100
069329-24042015,Autumn,6200,4,Cooking-time,others,0,1,0,100
069486-24042015,Autumn,6200,5,Cooking-time,others,0,1,0,100
069746-24042015,Autumn,6990,4,Cooking-time,hotel,0,1,0,100
069757-24042015,Autumn,6990,5,Cooking-time,hotel,0,1,0,100
069761-24042015,Autumn,6990,6,Cooking-time,hotel,0,1,0,100
070063-25042015,Autumn,6990,4,Office Hours,apartment,0,1,0,100
070072-25042015,Autumn,6990,5,Office Hours,apartment,0,1,0,100
070075-25042015,Autumn,6990,6,Office Hours,apartment,0,1,0,100
070077-25042015,Autumn,6990,7,Office Hours,apartment,0,1,0,100
070286-25042015,Autumn,2270,0,Office Hours,office,0,1,0,100
070514-25042015,Autumn,7110,0,Office Hours,others,0,1,0,100
070942-25042015,Autumn,6900,1,Night-time,restaurant,0,1,0,100
071020-26042015,Autumn,6900,2,Night-time,office,0,1,0,100
071357-26042015,Autumn,6990,3,Office Hours,school,0,1,0,100
071400-26042015,Autumn,6990,4,Cooking-time,school,0,1,0,100
071453-26042015,Autumn,6900,3,Cooking-time,office,0,1,0,100
071655-27042015,Autumn,2270,0,Cooking-time,office,0,1,0,100
073139-29042015,Autumn,6110,1,Cooking-time,hospital,0,1,0,100
074799-02052015,Autumn,6100,4,Office Hours,school,0,1,0,100
074820-02052015,Autumn,1120,0,Office Hours,hotel,0,1,0,100
074845-02052015,Autumn,6100,5,Cooking-time,school,0,1,0,100
074950-02052015,Autumn,6100,3,Cooking-time,office,0,1,0,100
075184-03052015,Autumn,6100,2,Night-time,house,0,1,0,100
075321-03052015,Autumn,6100,3,Cooking-time,public_facility,0,1,0,100
075343-03052015,Autumn,6100,6,Cooking-time,school,0,1,0,100
075430-03052015,Autumn,6100,7,Office Hours,school,0,1,0,100
075538-03052015,Autumn,6100,4,Cooking-time,others,0,2,0,100
075545-03052015,Autumn,6100,8,Cooking-time,school,0,1,0,100
075598-03052015,Autumn,6200,3,Cooking-time,school,0,1,0,100
075621-03052015,Autumn,6200,4,Cooking-time,school,0,1,0,100
075739-03052015,Autumn,6900,5,Cooking-time,school,0,1,0,100
075747-03052015,Autumn,6100,9,Cooking-time,school,0,1,0,100
075864-03052015,Autumn,6900,6,Night-time,school,0,1,0,100
075915-04052015,Autumn,6900,7,Night-time,school,0,1,0,100
076040-04052015,Autumn,6200,5,Cooking-time,school,0,1,0,100
076156-04052015,Autumn,6900,8,Cooking-time,school,0,1,0,100
076165-04052015,Autumn,6900,9,Cooking-time,school,0,1,0,100
076184-04052015,Autumn,6900,10,Cooking-time,school,0,1,0,100
077348-06052015,Autumn,6900,4,Cooking-time,school,0,1,0,100
083193-17052015,Autumn,6990,2,Office Hours,public_facility,0,1,0,100
083520-18052015,Autumn,6100,5,Night-time,school,0,1,0,100
084653-20052015,Autumn,1200,0,Cooking-time,office,0,1,0,100
085125-21052015,Autumn,6100,5,Night-time,others,0,1,0,100
085632-22052015,Autumn,6990,3,Cooking-time,public_facility,0,1,0,100
086329-23052015,Autumn,6990,2,Office Hours,industry_facility,0,1,0,100
086691-24052015,Autumn,1120,1,Cooking-time,office,0,1,0,100
087532-26052015,Autumn,6990,3,Night-time,shopping_mall,0,1,0,100
088301-27052015,Autumn,1100,3,Office Hours,school,0,1,0,100
090033-30052015,Autumn,0,0,Cooking-time,apartment,0,1,0,100
090813-01062015,Winter,6110,1,Cooking-time,hotel,0,1,0,100
091061-02062015,Winter,6110,1,Night-time,industry_facility,0,2,0,100
091073-02062015,Winter,6110,2,Night-time,industry_facility,0,1,0,100
091078-02062015,Winter,6110,3,Night-time,industry_facility,0,1,0,100
091080-02062015,Winter,6110,4,Night-time,industry_facility,0,1,0,100
091200-02062015,Winter,6990,3,Office Hours,hotel,0,1,0,100
092645-05062015,Winter,6110,4,Night-time,others,0,1,0,100
095408-10062015,Winter,6110,4,Office Hours,school,0,1,0,100
096229-12062015,Winter,1120,2,Night-time,others,0,1,0,100
097040-13062015,Winter,1100,3,Cooking-time,apartment,0,1,0,100
097046-13062015,Winter,1100,4,Cooking-time,apartment,0,1,0,100
097074-13062015,Winter,1100,5,Cooking-time,apartment,0,1,0,100
097391-14062015,Winter,6110,2,Night-time,hospital,0,1,0,100
097897-15062015,Winter,6990,4,Cooking-time,apartment,0,1,0,100
098692-16062015,Winter,6200,1,Office Hours,house,0,1,0,100
099327-17062015,Winter,6100,3,Cooking-time,school,0,2,0,100
099377-17062015,Winter,6100,4,Night-time,school,0,1,0,100
099413-18062015,Winter,6110,1,Night-time,hospital,0,1,0,100
099456-18062015,Winter,6110,2,Cooking-time,hospital,0,1,0,100
099924-19062015,Winter,6100,2,Night-time,public_facility,0,1,0,100
101480-22062015,Winter,6990,1,Cooking-time,restaurant,0,1,0,100
101526-22062015,Winter,6100,2,Office Hours,hotel,0,1,0,100
102399-24062015,Winter,1200,0,Cooking-time,office,0,1,0,100
102413-24062015,Winter,2270,0,Cooking-time,office,0,2,0,100
102479-24062015,Winter,6100,4,Office Hours,rest_home,0,1,0,100
102689-24062015,Winter,1120,0,Cooking-time,office,0,2,0,100
102967-25062015,Winter,1120,1,Cooking-time,office,0,1,0,100
103021-25062015,Winter,6120,0,Office Hours,others,0,2,0,100
103128-25062015,Winter,6120,1,Cooking-time,others,0,2,0,100
104901-29062015,Winter,6900,3,Cooking-time,industry_facility,0,1,0,100
106172-02072015,Winter,6900,4,Night-time,shopping_mall,0,1,0,100
108840-07072015,Winter,6110,1,Night-time,shopping_mall,0,1,0,100
113277-15072015,Winter,6120,0,Cooking-time,others,0,1,0,100
113320-15072015,Winter,0,0,Office Hours,hospital,0,1,0,100
113338-15072015,Winter,0,1,Office Hours,hospital,0,1,0,100
115527-19072015,Winter,1120,0,Cooking-time,shopping_mall,0,1,0,100
115675-20072015,Winter,1100,1,Office Hours,apartment,0,1,0,100
116548-22072015,Winter,6900,4,Night-time,hospital,0,1,0,100
118948-26072015,Winter,6100,3,Office Hours,school,0,1,0,100
118984-26072015,Winter,6100,4,Office Hours,school,0,1,0,100
119029-26072015,Winter,6100,5,Cooking-time,school,0,1,0,100
119465-27072015,Winter,6100,6,Cooking-time,school,0,1,0,100
120090-28072015,Winter,1100,1,Cooking-time,industry_facility,0,1,0,100
120223-29072015,Winter,1100,2,Cooking-time,industry_facility,0,1,0,100
120719-30072015,Winter,1100,3,Night-time,industry_facility,0,1,0,100
120775-30072015,Winter,1100,4,Cooking-time,industry_facility,0,1,0,100
